time, y-4, vel-4, acel-4, force-4

0, 0, 0, 0, 0, 0, 0, 0, 0, -10813,074689895222, 1663,5499522915727, -7,105427357601002E-13, 10813,07468989522, 0, 100, 0, 0, 
15,707963267948966, -64,70164972785142, -15,928211993249503, -7,105427357601002E-15, 64,70164972785136, -925,276793141999, -193,39088611542684, -2,6433943352607877E-13, 925,2767931419996, -2772,3969357734113, -1156,6974233011308, 6,200011350705577E-12, 2772,396935773406, 0, 100, 0, 0, 
16,336281798666924, -156,58705559723415, -39,1895606286552, 1,509903313490213E-14, 156,5870555972341, 632,7964622996526, 119,3477137492522, 3,3501842644749026E-13, -632,7964622996533, 7731,898141829815, 2152,175304583171, -4,292196028790107E-12, -7731,8981418298135, 0, 100, 0, 0, 
16,964600329384883, -0,907931230465806, 0,1391586965146132, 8,881784197001252E-16, 0,9079312304657492, -137,25441871587032, 5,839487972238345, -3,802529819171936E-13, 137,254418715871, -10183,046224747604, -2513,483208863224, 2,0154164229192848E-12, 10183,046224747606, 0, 100, 0, 0, 
17,59291886010284, -170,03295097627895, -42,54153656293118, 2,6645352591003757E-15, 170,0329509762789, -401,0872391453411, -141,6963604750308, 3,859073013509065E-13, 401,0872391453404, 9343,240274323072, 2043,8620175904316, 4,2334750273681307E-13, -9343,240274323078, 0, 100, 0, 0, 
18,2212373908208, -42,156283027585744, -10,321799808961508, 1,687538997430238E-14, 42,15628302758563, 808,1313153484505, 244,2549678653086, -3,4067274588120315E-13, -808,1313153484498, -5494,178069800606, -815,3407836254692, -2,736123624115474E-12, 5494,178069800615, 0, 100, 0, 0, 
18,84955592153876, -87,43219305917135, -21,637278871641584, -7,105427357601002E-15, 87,43219305917131, -952,2490130386661, -280,2732563908762, 2,6433943352607877E-13, 952,2490130386657, -109,28654989026563, -854,2844100062512, 4,6619372037848645E-12, 109,2865498902529, 0, 100, 0, 0, 
19,477874452256717, -139,3942320369721, -34,92227373591586, 2,7533531010703882E-14, 139,39423203697197, 786,8487059096517, 237,98580435888232, -1,5408020456867685E-13, -786,8487059096515, 5645,006519699556, 2503,95423641599, -5,9938082775749095E-12, -5645,006519699541, 0, 100, 0, 0, 
20,106192982974676, -7,0057965262608946, -1,2831239420596248, -1,509903313490213E-14, 7,005796526260866, -365,4432275150057, -130,90906493686367, 1,8376538159566794E-14, 365,4432275150057, -9312,865661488584, -3678,1830750091226, 6,542755139069455E-12, 9312,86566148857, 0, 100, 0, 0, 
20,734511513692635, -176,99743270370885, -44,46071722341892, 2,7533531010703882E-14, 176,99743270370874, -175,65695612339255, -6,529483093931162, 1,1732712824954326E-13, 175,6569561233922, 9916,974125947687, 4074,095580409236, -6,227785628375862E-12, -9916,974125947676, 0, 100, 0, 0, 
21,362830044410593, -24,388136373764553, -5,632138418651699, -4,440892098500626E-15, 24,388136373764496, 661,4274335771222, 130,1246880941692, -2,191048780563758E-13, -661,4274335771216, -7252,451757829702, -3639,111843634991, 5,156889292017647E-12, 7252,451757829691, 0, 100, 0, 0, 
21,991148575128552, -110,24976095441497, -27,643488987712402, 2,220446049250313E-14, 110,24976095441484, -934,7334730553441, -200,18899303806148, 3,0391966956206956E-13, 934,7334730553433, 2171,7137926177365, 2587,690741173498, -3,492050449780087E-12, -2171,7137926177293, 0, 100, 0, 0, 
22,61946710584651, -118,91606494859838, -29,466402204947602, 9,547918011776346E-15, 118,91606494859829, 907,1477706751175, 194,38648005105085, -3,4420669552727415E-13, -907,1477706751167, 3691,176297941285, -1331,7180018743907, 1,4290001547370571E-12, -3691,176297941287, 0, 100, 0, 0, 
23,24778563656447, -18,510766660201824, -4,512312249416137, 7,771561172376096E-15, 18,51076666020174, -587,5477799708269, -114,95514471539786, 3,3855237609356126E-13, 587,5477799708261, -8448,940003996575, 347,05302816121866, 7,442894690487299E-13, 8448,940003996571, 0, 100, 0, 0, 
23,876104167282428, -178,19901113017644, -44,4021847812126, 2,55351295663786E-14, 178,19901113017636, 79,24431074955726, -12,018263139422643, -2,8200918175643205E-13, -79,24431074955646, 10571,40514905115, -19,39475757558847, -2,7195982575414025E-12, -10571,40514905114, 0, 100, 0, 0, 
24,504422698000386, -10,854503367161612, -2,6133475893992326, -6,439293542825908E-15, 10,854503367161612, 453,42980144572005, 145,03626324221335, 1,8023143194959951E-13, -453,4298014457206, -9380,335739499935, 519,3148417474656, 4,190955828924326E-12, 9380,33573949992, 0, 100, 0, 0, 
25,132741228718345, -131,7541964326088, -32,63954163570213, 3,26405569239796E-14, 131,75419643260875, -838,2654768388974, -240,61260733632423, -5,583640440791531E-14, 838,2654768388977, 5268,741969350771, -1746,873322755083, -4,942383090150468E-12, -5268,741969350753, 0, 100, 0, 0, 
25,761059759436304, -96,37842884013465, -24,243683821900404, -8,659739592076221E-15, 96,3784288401347, 950,8700423991442, 267,3374527875894, -7,562652242591005E-14, -950,8700423991443, 426,25326560961184, 3363,7285810060093, 4,879389188011752E-12, -426,25326560963185, 0, 100, 0, 0, 
26,389378290154262, -34,81124451427373, -8,127180337571069, 2,9531932455029164E-14, 34,81124451427366, -754,8956080449317, -216,03702888981405, 1,971943902507378E-13, 754,8956080449314, -5855,873966100347, -4902,357343474841, -4,0109732513851354E-12, 5855,8739661003665, 0, 100, 0, 0, 
27,01769682087222, -173,38761812949244, -43,71981512980896, 2,886579864025407E-15, 173,38761812949244, 313,79331091270444, 102,74215359282931, -2,820091817564316E-13, -313,7933109127039, 9257,616447693183, 5917,062996412962, 2,4856209067404555E-12, -9257,616447693199, 0, 100, 0, 0, 
27,64601535159018, -2,641722778910122, 0,02263468460974849, 2,0650148258027912E-14, 2,641722778910065, 229,70775424122849, 36,494388625448636, 3,385523760935608E-13, -229,70775424122928, -9525,269087431165, -6127,936181679937, -5,103121182477861E-13, 9525,269087431177, 0, 100, 0, 0, 
28,274333882308138, -150,31304383118368, -37,91558574494645, 1,354472090042691E-14, 150,3130438311837, -699,7601682088206, -157,2554948949246, -3,6116965382841247E-13, 699,7601682088217, 6566,68080136557, 5511,21114796501, -1,716972278799757E-12, -6566,6808013655755, 0, 100, 0, 0, 
28,902652413026097, -73,49861073483672, -17,851244324585924, 6,439293542825908E-15, 73,49861073483675, 944,2681027705268, 221,12227723360138, 3,385523760935608E-13, -944,2681027705279, -1333,5762831818683, -4306,797292157937, 3,9442566758473E-12, 1333,5762831818665, 0, 100, 0, 0, 
29,530970943744055, -54,58857664069478, -13,759106020682353, 2,6867397195928788E-14, 54,58857664069476, -884,0755947681474, -208,09659645596264, -2,735277026058622E-13, 884,0755947681486, -4486,222459501996, 2940,551183837337, -5,8925680777090895E-12, 4486,222459502005, 0, 100, 0, 0, 
30,159289474462014, -163,1337355289602, -40,472211799448125, -5,10702591327572E-15, 163,13373552896027, 538,5656230528951, 123,0661398554177, 1,7174995279902967E-13, -538,5656230528958, 9014,63010075185, -1886,4274548014546, 7,309930875830253E-12, -9014,630100751867, 0, 100, 0, 0, 
30,787608005179973, -0,03031965630157174, 0,005599600217998102, 3,574918139293004E-14, 0,03031965630154332, -19,391325626760704, 5,778735540548979, -4,170060582363253E-14, 19,391325626761045, -10790,662229048614, 1513,0900516188735, -7,989365106040716E-12, 10790,662229048634, 0, 100, 0, 0, 
31,41592653589793, -164,97161344995348, -40,9248309891987, -1,0436096431476471E-14, 164,97161344995362, -505,63311891788453, -136,06434256425675, -1,0531169945290336E-13, 505,63311891788476, 9242,906530245617, -1964,5905920938658, 7,78688470630912E-12, -9242,906530245637, 0, 100, 0, 0, 
32,044245066615886, -51,50643447213835, -13,003745220389717, 3,397282455352979E-14, 51,506434472138366, 866,8040009804022, 224,9399188962312, 2,4666968529572636E-13, -866,8040009804029, -4874,303495953285, 3113,7028458673794, -6,666493161127626E-12, 4874,303495953303, 0, 100, 0, 0, 
32,67256359733385, -76,82966449590447, -18,65804943688927, -2,886579864025407E-15, 76,82966449590458, -947,4103456471116, -242,9381282122562, -3,6399681354526947E-13, 947,4103456471125, -900,520125926756, -4603,004925097348, 4,722681323704312E-12, 900,5201259267433, 0, 100, 0, 0, 
33,30088212805181, -147,80844117218044, -37,328800894646776, 2,19824158875781E-14, 147,8084411721805, 721,4778823942106, 183,50728049740982, 4,4315728561725034E-13, -721,4778823942117, 6212,756345139771, 5960,422820197087, -2,1534300293322943E-12, -6212,756345139764, 0, 100, 0, 0, 
33,92920065876977, -3,512091028326381, -0,14028143406628146, 1,1324274851176597E-14, 3,512091028326438, -262,1683344839446, -65,1325465289992, -4,770832022195279E-13, 262,1683344839457, -9343,79949853579, -6751,867970612424, -7,757864201181147E-13, 9343,79949853579, 0, 100, 0, 0, 
34,557519189487735, -174,43059106341278, -44,05106050647031, 4,218847493575595E-15, 174,43059106341286, -281,88214844478114, -74,63980435878585, 4,544659244846761E-13, 281,8821484447801, 9281,048479754567, 6721,605429035231, 3,740999385076363E-12, -9281,048479754574, 0, 100, 0, 0, 
35,1858377202057, -32,19470950372235, -7,38781812524401, 2,90878432451791E-14, 32,19470950372235, 734,6330211499431, 191,3425294537546, -3,7530545241269525E-13, -734,6330211499424, -6045,380200376634, -5874,957365007544, -6,382243710464059E-12, 6045,380200376647, 0, 100, 0, 0, 
35,81415625092366, -99,71969815407158, -25,176521002586227, -9,992007221626409E-15, 99,71969815407168, -949,5717356684873, -247,9657293361953, 2,5091042487101105E-13, 949,571735668487, 684,3899558458988, 4476,595746457262, 8,375550756710651E-12, -684,3899558459152, 0, 100, 0, 0, 
36,44247478164162, -128,77168859881627, -31,787172735851843, 3,930189507173054E-14, 128,77168859881624, 857,0963779496948, 226,92337132803073, -9,400306058547755E-14, -857,0963779496949, 5066,413260330975, -2964,9767906337365, -9,473444479699746E-12, -5066,413260330958, 0, 100, 0, 0, 
37,070793312359584, -12,510320829018667, -3,140456533415577, -1,5765166949677223E-14, 12,510320829018752, -487,02495052593383, -135,73804158866233, -8,128084185962294E-14, 487,0249505259342, -9344,884331173804, 1810,5896599460839, 9,513940559646066E-12, 9344,884331173787, 0, 100, 0, 0, 
37,699111843077546, -178,40936481034686, -44,336956496047875, 3,574918139293004E-14, 178,40936481034683, -41,04810755102881, 4,605509445902072, 2,4525610543729765E-13, 41,048107551028124, 10764,472712453286, -1363,8622623816718, -8,474541174357215E-12, -10764,472712453273, 0, 100, 0, 0, 
38,32743037379551, -16,497602762263682, -4,131254569510901, -5,10702591327572E-15, 16,49760276226371, 556,4292530444524, 123,37321459585192, -3,7530545241269485E-13, -556,4292530444516, -8862,643205967894, 1741,9116094675774, 6,499232385864546E-12, 8862,643205967885, 0, 100, 0, 0, 
38,95574890451347, -122,086300620795, -30,131102590894436, 2,1538326677728037E-14, 122,08630062079497, -892,52851702089, -206,1333012406764, 4,601202439183886E-13, 892,528517020889, 4250,46737722171, -2790,763424995005, -3,8399898027229335E-12, -4250,467377221707, 0, 100, 0, 0, 
39,58406743523143, -106,94186211212966, -26,95213013694484, 1,4210854715202004E-14, 106,94186211212963, 940,734762000997, 216,25228484065738, -4,834443115824544E-13, -940,7347620009959, 1584,9908796820873, 4135,258503307236, 8,365305400376098E-13, -1584,9908796820846, 0, 100, 0, 0, 
40,212385965949395, -26,770108963946797, -6,082041509533752, 1,7763568394002505E-15, 26,770108963946797, -685,5401458034665, -149,82072948428888, 4,438640755464641E-13, 685,5401458034655, -6761,584687750023, -5300,505098554545, 2,1151837316051955E-12, 6761,584687750013, 0, 100, 0, 0, 
40,84070449666736, -176,30538738469895, -44,444696811335824, 3,019806626980426E-14, 176,3053873846989, 209,5545712577558, 27,708605056042757, -3,5339496460705743E-13, -209,55457125775501, 9610,759662864722, 5865,598521272715, -4,652938074907852E-12, -9610,759662864708, 0, 100, 0, 0, 
41,46902302738532, -5,790433141416685, -0,8108827932563827, -1,4210854715202004E-14, 5,790433141416742, 333,2113855203787, 111,18213868255282, 2,1203697876423446E-13, -333,21138552037917, -9217,147798126865, -5599,894011392583, 6,452763850299806E-12, 9217,147798126847, 0, 100, 0, 0, 
42,09734155810328, -142,11768944855083, -35,78136081766547, 3,552713678800501E-14, 142,11768944855078, -767,1545199091021, -222,49662747997695, -5,3716034620272714E-14, 767,1545199091021, 5714,574336949048, 4537,761510601157, -7,298681964734025E-12, -5714,5743369490265, 0, 100, 0, 0, 
42,72566008882124, -84,08765842714482, -20,615951325202, -1,509903313490213E-14, 84,0876584271449, 951,8698456057581, 270,7696251747432, -1,0743206924054548E-13, -951,8698456057576, -242,74983560706642, -2967,646263192868, 7,12769851607179E-12, 242,7498356070464, 0, 100, 0, 0, 
43,353978619539205, -45,03391291433549, -11,229990024162088, 2,7533531010703882E-14, 45,033912914335446, -827,5579127134275, -240,89318244014845, 2,4313573564965556E-13, 827,5579127134266, -5421,344636621512, 1338,9729626291182, -6,011806535328777E-12, 5421,344636621528, 0, 100, 0, 0, 
43,98229715025717, -168,55947616766548, -41,98381060843542, 8,881784197001252E-16, 168,55947616766554, 434,36383291386653, 143,00073114118078, -3,279505271553493E-13, -434,36383291386517, 9438,166308856256, -117,00068324188942, 4,193982502182903E-12, -9438,166308856264, 0, 100, 0, 0, 
44,61061568097513, -0,49370838411033446, 0,054654230942148274, 7,993605777301127E-15, 0,49370838411033446, 100,60612123188184, -9,18814155754518, 3,50567804890201E-13, -100,60612123188344, -10500,550101040808, -367,43154422981934, -2,034191571712556E-12, 10500,550101040804, 0, 100, 0, 0, 
45,23893421169309, -158,7624878761466, -39,546983563218845, 2,042810365310288E-14, 158,76248787614657, -604,3912930974572, -116,86778663196571, -3,1098756885421055E-13, 604,3912930974586, 8256,473633890422, 24,676588550321583, -7,160458549603141E-14, -8256,473633890408, 0, 100, 0, 0, 
45,867252742411054, -61,460667794039935, -15,30389029090258, -1,1546319456101628E-14, 61,460667794040006, 914,1126058555677, 194,03594923450584, 2,0920981904737801E-13, -914,1126058555687, -3422,9256014366256, 964,9607392273972, 1,72744429885663E-12, 3422,925601436602, 0, 100, 0, 0, 
46,495571273129016, -66,34119587405537, -16,245777394407202, 3,11972669919669E-14, 66,3411958740553, -929,6478092322328, -197,03406900165118, -7,315275767366091E-14, 929,6478092322334, -2445,9460773311393, -2209,775269173838, -2,626232295442988E-12, 2445,9460773311675, 0, 100, 0, 0, 
47,12388980384698, -155,44841101978352, -38,99970398035971, -1,4988010832439613E-14, 155,44841101978363, 646,0107341203201, 124,60607118356245, -7,385954760287498E-14, -646,01073412032, 7461,422993321824, 3233,587633318776, 2,6239825132237484E-12, -7461,422993321854, 0, 100, 0, 0, 
47,75220833456494, -1,1812626372808097, 0,16870678696421493, 2,7644553313166398E-14, 1,1812626372807529, -154,9631496849962, 0,07085254990596468, 2,0956321401198501E-13, 154,96314968499553, -10011,002051224415, -3629,995546010303, -1,7218198433085309E-12, 10011,002051224443, 0, 100, 0, 0, 
48,3805268652829, -170,70946390857387, -42,81149852112192, -6,106226635438361E-15, 170,70946390857395, -384,66187483108433, -136,8810951476345, -3,169952832525305E-13, 384,66187483108547, 9279,848300646285, 3194,0639571677775, 4,5732089974772973E-14, -9279,848300646305, 0, 100, 0, 0, 
49,008845396000865, -40,75259767300679, -9,868000885362349, 9,880984919163893E-15, 40,75259767300676, 798,3274278335391, 241,74350497698057, 3,6788415815594683E-13, -798,3274278335405, -5514,2763977681025, -1988,8644234472822, 2,1343068804687324E-12, 5514,276397768115, 0, 100, 0, 0, 
49,63716392671883, -89,10520359006676, -22,158943626624882, 8,992806499463768E-15, 89,10520359006676, -952,2385526950295, -280,86679082760816, -3,7071131787280333E-13, 952,2385526950311, -57,94818242454403, 325,344185686924, -4,485329299574474E-12, 57,94818242454039, 0, 100, 0, 0, 
50,26548245743679, -137,99683530819175, -34,47070879383607, -6,994405055138486E-15, 137,99683530819178, 796,6116554196678, 241,67722513664262, 3,19822442969387E-13, -796,6116554196692, 5624,711289399424, 1337,9650767890919, 6,6833665277719004E-12, -5624,71128939943, 0, 100, 0, 0, 
50,89380098815475, -7,67179711603967, -1,5491416571196766, 2,4980018054066022E-14, 7,671797116039613, -381,7741746812467, -136,88462225384046, -2,1804469316255448E-13, 381,7741746812478, -9375,629883999562, -2542,964862352994, -8,395450796613497E-12, 9375,629883999576, 0, 100, 0, 0, 
51,522119518872714, -177,2820401328924, -44,43594535898919, -1,942890293094024E-14, 177,2820401328925, -158,1119968217481, 0,37168620255388873, 7,66867073197315E-14, 158,11199682174743, 10087,56870778032, 2979,865261580615, 9,333609982036555E-12, -10087,568707780341, 0, 100, 0, 0, 
52,150438049590676, -23,241184919007566, -5,437622936503459, 3,3861802251067274E-14, 23,24118491900751, 648,4392677296028, 123,76382951404815, 9,294287569165608E-14, -648,4392677296025, -7520,236295572991, -2587,095870646058, -9,281864990994037E-12, 7520,236295573017, 0, 100, 0, 0, 
52,77875658030864, -111,8918501212159, -27,96488119549042, -2,3869795029440866E-14, 111,89185012121601, -930,6230992359256, -195,47031963855812, -2,76708257287326E-13, 930,6230992359258, 2493,9246725139474, 1570,9420138186042, 8,105228890331547E-12, -2493,924672513971, 0, 100, 0, 0, 
53,4070751110266, -117,30624253366695, -29,151008269392737, 2,6756374893466273E-14, 117,30624253366692, 913,3885529103088, 191,69475989962456, 4,378563611481442E-13, -913,3885529103095, 3375,746718648569, -338,5572897972322, -5,8306990666799634E-12, -3375,746718648549, 0, 100, 0, 0, 
54,03539364174456, -19,571271876837685, -4,69144042119267, -1,2323475573339238E-14, 19,57127187683777, -602,2884790507944, -113,83753732097188, -5,622513886898286E-13, 602,2884790507953, -8200,296553997814, -633,9822177403694, 2,6472572264554414E-12, 8200,2965539978, 0, 100, 0, 0, 
54,663712172462525, -178,0273165938337, -44,444756296282264, 1,0769163338864018E-14, 178,0273165938337, 97,90722346078792, -12,701197195308595, 6,357575413280965E-13, -97,90722346078906, 10429,088697726227, 955,9091868848197, 1,1661236351562649E-12, -10429,088697726216, 0, 100, 0, 0, 
55,29203070318049, -10,085230680034272, -2,336199939707278, 5,440092820663267E-15, 10,085230680034272, 436,66903906611105, 146,7368950075598, -6,527204996292352E-13, -436,6690390661099, -9350,77634803878, -448,4019770602622, -5,267476620830684E-12, 9350,776348038777, 0, 100, 0, 0, 
55,92034923389845, -133,212401662096, -33,087328856441374, -1,0547118733938987E-14, 133,21240166209603, -828,5949968804332, -244,62077846264688, 6,018316247258189E-13, 828,5949968804321, 5323,315835292899, -797,328187934284, 9,260840059981586E-12, -5323,315835292902, 0, 100, 0, 0, 
56,54866776461641, -94,70599543955291, -23,745417342132026, 2,853273173286652E-14, 94,70599543955285, 951,1646947008783, 274,35700637123546, -4,774365971841347E-13, -951,1646947008774, 341,83521332455894, 2449,2857841581726, -1,269625750876098E-11, -341,835213324548, 0, 100, 0, 0, 
57,17698629533437, -36,15406451457548, -8,538317622174793, -3,097522238704187E-14, 36,15406451457554, -764,7881100151708, -225,95130456078402, 2,880168961547519E-13, 764,7881100151703, -5803,882632983779, -4041,81659925393, 1,513277165219784E-11, 5803,882632983764, 0, 100, 0, 0, 
57,805304826052335, -172,811500069856, -43,50644162088875, 4,007905118896815E-14, 172,81150006985592, 329,7939824374703, 114,64430885987082, -6,184411880623518E-14, -329,7939824374703, 9288,045645657936, 5125,9661086802, -1,6246413850721613E-11, -9288,04564565792, 0, 100, 0, 0, 
58,4336233567703, -2,2621678936821468, 0,054983168199811416, -3,097522238704187E-14, 2,2621678936822036, 213,08140269972387, 24,016012806314563, -1,6432865854228159E-13, -213,0814026997234, -9659,553325383322, -5414,444934698583, 1,592019542893182E-11, 9659,55332538331, 0, 100, 0, 0, 
59,06194188748826, -151,52800378398788, -38,16350106112843, 2,942091015256665E-14, 151,52800378398786, -688,2093150334399, -145,66922645785928, 3,5657551928852085E-13, 688,2093150334392, 6790,655867581818, 4874,320042726099, -1,4262105933351979E-11, -6790,655867581809, 0, 100, 0, 0, 
59,69026041820622, -71,83886431457249, -17,486210251176516, -1,765254609153999E-14, 71,83886431457252, 941,8677241793782, 211,48708730090863, -5,064149842819132E-13, -941,8677241793773, -1601,959499355391, -3737,456186902343, 1,1515121843660009E-11, 1601,9594993553874, 0, 100, 0, 0, 
60,318578948924184, -56,15846079333919, -14,106419455698603, 1,0547118733938987E-14, 56,15846079333919, -891,9554495777813, -200,72887906657263, 5,961773052921058E-13, 891,9554495777804, -4235,280957843002, 2425,3320135266003, -8,005461581645696E-12, 4235,280957843, 0, 100, 0, 0, 
60,946897479642146, -162,15949234674628, -40,27018438359862, 5,218048215738236E-15, 162,15949234674628, 554,5436866864873, 117,44702870317951, -6,131402635932446E-13, -554,5436866864864, 8839,630712135313, -1412,5466436404595, 4,156084204526153E-12, -8839,630712135302, 0, 100, 0, 0, 
